event_id,timestamp,user_id,src_ip,device_id,event_type,authentication_result,location,severity,timestamp_raw,timestamp_format_raw,src_ip_raw,authentication_result_raw,severity_raw,quality_flags
AUTH004209,2026-03-12 19:59:46,U0129,10.42.155.202,D0015,RDP_SESSION,SUCCESS,Nantes,MEDIUM,2026-03-12 19:59:46,iso_space,10.42.155.202,Success,MEDIUM,
AUTH000533,2026-03-18 15:06:09,U0229,10.7.247.203,D0133,LOGIN,SUCCESS,Lille,MEDIUM,2026-03-18T15:06:09Z,iso_z,10.7.247.203,success,MEDIUM,
AUTH003199,2026-03-03 10:43:00,U0226,10.44.226.113,D0152,PASSWORD_CHANGE,SUCCESS,Toulouse,MEDIUM,03/03/2026 10:43,fr_minute,10.44.226.113,success,Medium,
AUTH002217,2026-03-18 09:08:00,U0175,10.48.5.90,D0193,LOGOUT,SUCCESS,Bordeaux,LOW,18/03/2026 09:08,fr_minute,10.48.5.90,success,low,
AUTH003026,2026-03-18 18:27:29,U0028,10.18.220.136,D0115,LOGOUT,SUCCESS,Lyon,MEDIUM,2026-03-18T18:27:29Z,iso_z,10.18.220.136,SUCCESS,MEDIUM,
AUTH001957,2026-03-10 11:39:15,U0266,10.29.49.195,D0148,RDP_SESSION,SUCCESS,Marseille,MEDIUM,2026-03-10T11:39:15Z,iso_z,10.29.49.195,Success,Medium,
AUTH003176,2026-03-21 16:36:59,U0294,10.21.247.64,D0027,MFA_CHALLENGE,SUCCESS,Lille,LOW,2026-03-21 16:36:59,iso_space,10.21.247.64,SUCCESS,low,
AUTH002184,2026-03-04 12:47:49,U0337,10.3.198.134,D0181,LOGIN,SUCCESS,Nantes,LOW,2026-03-04T12:47:49Z,iso_z,10.3.198.134,Success,low,
AUTH002337,2026-03-11 14:38:00,U0260,10.45.12.188,D0160,MFA_CHALLENGE,SUCCESS,Paris,LOW,11/03/2026 14:38,fr_minute,10.45.12.188,SUCCESS,low,
AUTH002465,2026-03-12 09:18:45,U0361,10.23.106.249,D0065,PASSWORD_CHANGE,SUCCESS,Marseille,MEDIUM,2026-03-12T09:18:45Z,iso_z,10.23.106.249,success,MEDIUM,
AUTH001001,2026-03-09 13:40:00,U0189,10.0.132.115,D0011,PASSWORD_CHANGE,SUCCESS,Toulouse,LOW,09/03/2026 13:40,fr_minute,10.0.132.115,success,LOW,
AUTH002494,2026-03-16 13:34:49,U0299,10.32.72.149,D0168,MFA_CHALLENGE,SUCCESS,Marseille,LOW,2026-03-16T13:34:49Z,iso_z,10.32.72.149,Success,Low,
AUTH002957,2026-03-06 12:24:36,U0108,10.42.38.248,D0167,LOGOUT,SUCCESS,Marseille,LOW,2026-03-06T12:24:36Z,iso_z,10.42.38.248,Success,low,
AUTH004291,2026-03-18 10:40:02,U0329,10.20.184.126,D0135,LOGIN,SUCCESS,Toulouse,LOW,2026-03-18 10:40:02,iso_space,10.20.184.126,SUCCESS,LOW,
AUTH000716,2026-03-11 08:48:56,U0309,10.32.29.153,D0057,RDP_SESSION,SUCCESS,Lyon,MEDIUM,2026-03-11 08:48:56,iso_space,10.32.29.153,SUCCESS,Medium,
AUTH002698,2026-03-16 10:20:19,U0349,10.19.186.133,D0007,LOGOUT,SUCCESS,Nantes,MEDIUM,2026-03-16T10:20:19Z,iso_z,10.19.186.133,SUCCESS,medium,
AUTH000007,2026-03-09 11:01:00,U0211,10.31.185.212,D0102,PASSWORD_CHANGE,SUCCESS,Toulouse,LOW,09/03/2026 11:01,fr_minute,10.31.185.212,Success,LOW,
AUTH002247,2026-03-08 16:16:26,U0207,10.13.83.148,D0128,RDP_SESSION,SUCCESS,Toulouse,MEDIUM,2026-03-08T16:16:26Z,iso_z,10.13.83.148,success,Medium,
AUTH004376,2026-03-13 12:51:36,U0048,10.17.27.52,D0185,LOGIN,SUCCESS,Bordeaux,MEDIUM,2026-03-13T12:51:36Z,iso_z,10.17.27.52,SUCCESS,medium,
AUTH002493,2026-03-14 11:23:43,U0176,10.15.11.43,D0044,PASSWORD_CHANGE,SUCCESS,Marseille,MEDIUM,2026-03-14 11:23:43,iso_space,10.15.11.43,SUCCESS,medium,
AUTH004027,2026-03-21 19:34:51,U0161,10.17.250.19,D0051,LOGIN,SUCCESS,Bordeaux,MEDIUM,2026-03-21T19:34:51Z,iso_z,10.17.250.19,SUCCESS,medium,
AUTH004272,2026-03-20 11:33:49,U0048,10.15.113.146,D0147,PASSWORD_CHANGE,FAILURE,Lyon,LOW,2026-03-20T11:33:49Z,iso_z,10.15.113.146,Failed,low,
AUTH000125,2026-03-06 19:32:55,U0174,10.36.220.42,D0167,MFA_CHALLENGE,SUCCESS,Lille,LOW,2026-03-06 19:32:55,iso_space,10.36.220.42,SUCCESS,LOW,
AUTH004537,2026-03-22 04:51:25,U0376,,D0162,PASSWORD_CHANGE,SUCCESS,Paris,LOW,2026-03-22 04:51:25,iso_space,999.1.1.1,SUCCESS,LOW,INVALID_SRC_IP
AUTH003455,2026-03-18 15:51:00,U0174,10.13.98.19,D0200,MFA_CHALLENGE,SUCCESS,Toulouse,LOW,18/03/2026 15:51,fr_minute,10.13.98.19,SUCCESS,low,
AUTH004418,2026-03-17 14:34:55,U0215,10.23.64.102,D0088,RDP_SESSION,SUCCESS,Marseille,MEDIUM,2026-03-17T14:34:55Z,iso_z,10.23.64.102,Success,MEDIUM,
AUTH003517,2026-03-02 14:36:00,U0325,10.17.170.111,D0139,PASSWORD_CHANGE,SUCCESS,Nantes,MEDIUM,02/03/2026 14:36,fr_minute,10.17.170.111,success,MEDIUM,
AUTH004345,2026-03-16 15:38:14,U0185,10.47.166.43,D0103,MFA_CHALLENGE,SUCCESS,Lyon,MEDIUM,2026-03-16T15:38:14Z,iso_z,10.47.166.43,Success,MEDIUM,
AUTH001389,2026-03-12 10:01:06,U0086,10.5.110.103,D0174,LOGOUT,SUCCESS,Lyon,MEDIUM,2026-03-12 10:01:06,iso_space,10.5.110.103,SUCCESS,medium,
AUTH001640,2026-03-08 14:16:07,U0359,10.44.42.224,D0042,RDP_SESSION,SUCCESS,Lyon,MEDIUM,2026-03-08 14:16:07,iso_space,10.44.42.224,SUCCESS,medium,
AUTH003602,2026-03-21 17:00:14,U0037,10.5.241.160,D0016,VPN_CONNECT,SUCCESS,Toulouse,MEDIUM,2026-03-21 17:00:14,iso_space,10.5.241.160,success,MEDIUM,
AUTH000340,2026-03-15 12:59:00,U0132,10.29.211.90,D0062,RDP_SESSION,SUCCESS,Toulouse,MEDIUM,15/03/2026 12:59,fr_minute,10.29.211.90,Success,MEDIUM,
AUTH000118,2026-03-08 10:00:00,U0035,10.3.160.22,D0167,PASSWORD_CHANGE,SUCCESS,Marseille,LOW,08/03/2026 10:00,fr_minute,10.3.160.22,SUCCESS,Low,
AUTH003479,2026-03-07 15:42:00,U0024,10.16.249.209,D0010,PASSWORD_CHANGE,SUCCESS,Bordeaux,LOW,07/03/2026 15:42,fr_minute,10.16.249.209,Success,low,
AUTH000243,2026-03-10 15:38:57,U0032,10.16.173.139,D0052,VPN_CONNECT,SUCCESS,Toulouse,MEDIUM,2026-03-10 15:38:57,iso_space,10.16.173.139,Success,medium,
AUTH000891,2026-03-10 19:47:00,U0073,10.36.28.252,D0018,LOGOUT,SUCCESS,Lille,MEDIUM,10/03/2026 19:47,fr_minute,10.36.28.252,success,MEDIUM,
AUTH000253,2026-03-10 08:36:00,U0124,10.42.206.147,D0056,LOGOUT,SUCCESS,Toulouse,MEDIUM,10/03/2026 08:36,fr_minute,10.42.206.147,Success,MEDIUM,
AUTH000443,2026-03-14 18:17:08,U0328,10.36.123.62,D0048,LOGOUT,FAILURE,Paris,LOW,2026-03-14T18:17:08Z,iso_z,10.36.123.62,FAILED,Low,
AUTH004120,2026-03-21 13:57:27,U0005,10.35.140.194,D0094,LOGIN,SUCCESS,Bordeaux,LOW,2026-03-21 13:57:27,iso_space,10.35.140.194,Success,low,
AUTH001543,2026-03-16 19:37:28,U0057,10.12.191.186,D0099,PASSWORD_CHANGE,SUCCESS,Bordeaux,MEDIUM,2026-03-16 19:37:28,iso_space,10.12.191.186,SUCCESS,medium,
AUTH003438,2026-03-12 14:04:02,U0107,10.34.194.148,D0144,LOGIN,SUCCESS,Marseille,LOW,2026-03-12 14:04:02,iso_space,10.34.194.148,SUCCESS,low,
AUTH002487,2026-03-09 13:09:07,U0103,10.29.34.164,D0115,MFA_CHALLENGE,SUCCESS,Nantes,MEDIUM,2026-03-09T13:09:07Z,iso_z,10.29.34.164,Success,Medium,
AUTH001773,2026-03-10 13:07:28,U0269,10.48.15.71,D0013,RDP_SESSION,SUCCESS,Toulouse,MEDIUM,2026-03-10T13:07:28Z,iso_z,10.48.15.71,Success,medium,
AUTH000951,2026-03-07 15:54:13,U0312,10.24.34.54,D0044,VPN_CONNECT,FAILURE,Paris,LOW,2026-03-07 15:54:13,iso_space,10.24.34.54,FAILED,Low,
AUTH001360,2026-03-06 12:48:00,U0206,10.45.112.79,D0027,MFA_CHALLENGE,SUCCESS,Nantes,LOW,06/03/2026 12:48,fr_minute,10.45.112.79,success,low,
AUTH000448,2026-03-11 10:25:46,U0320,10.20.174.81,D0091,VPN_CONNECT,SUCCESS,Marseille,LOW,2026-03-11 10:25:46,iso_space,10.20.174.81,SUCCESS,Low,
AUTH001528,2026-03-09 09:57:13,U0331,10.46.28.206,D0053,LOGIN,SUCCESS,Lille,LOW,2026-03-09 09:57:13,iso_space,10.46.28.206,SUCCESS,LOW,
AUTH002006,2026-03-05 19:06:00,U0326,10.35.132.233,D0030,PASSWORD_CHANGE,SUCCESS,Lyon,MEDIUM,05/03/2026 19:06,fr_minute,10.35.132.233,SUCCESS,medium,
AUTH001271,2026-03-03 11:21:18,U0193,10.26.44.188,D0155,VPN_CONNECT,SUCCESS,Paris,MEDIUM,2026-03-03 11:21:18,iso_space,10.26.44.188,SUCCESS,MEDIUM,
AUTH004553,2026-03-20 11:36:12,U0095,10.35.193.222,D0065,LOGIN,SUCCESS,Lyon,LOW,2026-03-20 11:36:12,iso_space,10.35.193.222,success,Low,
AUTH003587,2026-03-09 19:10:11,U0331,10.23.102.37,D0080,LOGIN,SUCCESS,Nantes,MEDIUM,2026-03-09T19:10:11Z,iso_z,10.23.102.37,success,medium,
AUTH000683,2026-03-12 10:53:17,U0092,10.13.199.196,D0059,VPN_CONNECT,SUCCESS,Lyon,LOW,2026-03-12T10:53:17Z,iso_z,10.13.199.196,Success,LOW,
AUTH003644,2026-03-16 12:49:10,U0246,10.13.62.235,D0047,VPN_CONNECT,FAILURE,Paris,MEDIUM,2026-03-16 12:49:10,iso_space,10.13.62.235,FAILED,Medium,
AUTH004567,2026-03-18 10:57:51,U0175,10.40.187.177,D0131,MFA_CHALLENGE,SUCCESS,Bordeaux,LOW,2026-03-18T10:57:51Z,iso_z,10.40.187.177,Success,Low,
AUTH003873,2026-03-12 17:23:20,U0330,10.43.195.121,D0028,VPN_CONNECT,SUCCESS,Lyon,LOW,2026-03-12T17:23:20Z,iso_z,10.43.195.121,Success,LOW,
AUTH002027,2026-03-02 02:50:24,U0226,10.39.189.42,D0041,MFA_CHALLENGE,SUCCESS,Lille,LOW,2026-03-02 02:50:24,iso_space,10.39.189.42,SUCCESS,LOW,
AUTH002338,2026-03-09 15:18:30,U0357,10.39.251.142,D0194,PASSWORD_CHANGE,SUCCESS,Toulouse,LOW,2026-03-09T15:18:30Z,iso_z,10.39.251.142,Success,LOW,
AUTH000649,2026-03-21 14:26:00,U0057,10.27.14.167,D0054,MFA_CHALLENGE,SUCCESS,Lille,MEDIUM,21/03/2026 14:26,fr_minute,10.27.14.167,SUCCESS,Medium,
AUTH000046,2026-03-19 13:38:17,U0114,10.40.193.180,D0154,RDP_SESSION,SUCCESS,Lyon,MEDIUM,2026-03-19T13:38:17Z,iso_z,10.40.193.180,Success,medium,
AUTH000741,2026-03-22 19:15:52,U0080,10.41.229.68,D0057,RDP_SESSION,SUCCESS,Lyon,LOW,2026-03-22T19:15:52Z,iso_z,10.41.229.68,Success,Low,
AUTH004416,2026-03-21 12:57:58,U0022,10.33.37.70,D0173,VPN_CONNECT,SUCCESS,Nantes,MEDIUM,2026-03-21T12:57:58Z,iso_z,10.33.37.70,Success,Medium,
AUTH002069,2026-03-22 02:44:27,U0118,,D0051,LOGOUT,SUCCESS,Marseille,MEDIUM,2026-03-22 02:44:27,iso_space,192.168.1.256,Success,medium,INVALID_SRC_IP
AUTH001269,2026-03-19 18:39:00,U0235,10.37.4.217,D0156,MFA_CHALLENGE,SUCCESS,Bordeaux,MEDIUM,19/03/2026 18:39,fr_minute,10.37.4.217,Success,MEDIUM,
AUTH001886,2026-03-07 17:46:24,U0306,10.0.76.18,D0178,PASSWORD_CHANGE,SUCCESS,Marseille,LOW,2026-03-07 17:46:24,iso_space,10.0.76.18,success,LOW,
AUTH002416,2026-03-08 18:20:22,U0075,10.40.33.175,D0109,PASSWORD_CHANGE,SUCCESS,Bordeaux,MEDIUM,2026-03-08 18:20:22,iso_space,10.40.33.175,SUCCESS,Medium,
AUTH001863,2026-03-16 18:50:46,U0129,10.40.104.17,D0141,PASSWORD_CHANGE,SUCCESS,Bordeaux,MEDIUM,2026-03-16T18:50:46Z,iso_z,10.40.104.17,Success,MEDIUM,
AUTH003838,2026-03-22 18:45:36,U0159,10.49.68.100,D0023,VPN_CONNECT,SUCCESS,Nantes,LOW,2026-03-22 18:45:36,iso_space,10.49.68.100,SUCCESS,low,
AUTH000947,2026-03-19 08:25:29,U0060,10.36.123.193,D0097,PASSWORD_CHANGE,SUCCESS,Lyon,LOW,2026-03-19 08:25:29,iso_space,10.36.123.193,success,low,
AUTH004036,2026-03-19 11:20:39,U0316,10.44.223.36,D0016,VPN_CONNECT,SUCCESS,Toulouse,MEDIUM,2026-03-19T11:20:39Z,iso_z,10.44.223.36,success,Medium,
